sell_form_id,sell_form_title,sell_form_cat,sell_form_type,sell_form_res_type,sell_form_def_value,sell_form_opt,sell_form_pos,sell_form_length,sell_min_value,sell_max_value,sell_form_desc,sell_form_opts_values,sell_form_field_desc,sell_form_param_id,sell_form_param_values,sell_form_parent_id,sell_form_parent_value,sell_form_unit,sell_form_options
23010,Rodzaj kawy,74033,6,2,0,8,0,2,0.00,63.00,czarna zwykła|czarna aromatyzowana|bezkofeinowa|zielona|zbożowa|inna,1|2|4|8|16|32,Delikatesy>Kawy,24028,1|2|32|64|128|256,0,0,,0
23011,Rodzaj kawy,74035,6,2,0,8,0,2,0.00,63.00,czarna zwykła|czarna aromatyzowana|bezkofeinowa|zielona|zbożowa|inna,1|2|4|8|16|32,Delikatesy>Kawy,24028,1|2|32|64|128|256,0,0,,0
23012,Rodzaj kawy,74034,6,2,0,8,0,2,0.00,63.00,czarna zwykła|czarna aromatyzowana|bezkofeinowa|zielona|zbożowa|inna,1|2|4|8|16|32,Delikatesy>Kawy,24028,1|2|32|64|128|256,0,0,,0
23013,Rodzaj kawy,74824,6,2,0,8,0,2,0.00,63.00,czarna zwykła|czarna aromatyzowana|bezkofeinowa|zielona|zbożowa|inna,1|2|4|8|16|32,Delikatesy>Kawy,24028,1|2|32|64|128|256,0,0,,0
23017,Rodzaj,147265,4,2,0,8,0,2,0.00,40.00, -- Wybierz -- |Damskie|Męskie|Dziecięce|Uniwersalne,0|10|20|30|40,"SiT buty, odzież ogólnie",5334,0|10|20|30|40,0,0,,0
23018,Marka,147264,4,2,0,8,1,3,0.00,126.00, -- Wybierz -- |Adidas|Asics|Head|Joma|Kalenji|Mizuno|New Balance|Nike|Puma|Reebok|Saucony|Under Armour|Inna marka|Brooks|Diadora|Everlast|Skechers|Spokey,0|10|20|30|40|50|60|70|80|90|100|110|120|121|122|123|124|125|126,obuwie (jogging),9374,0|10|20|30|40|50|60|70|80|90|100|110|120|121|122|123|124|125|126,0,0,,0
23019,Kolor,110890,6,2,0,8,3,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23020,Kolor,110895,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23021,Kolor,110886,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23022,Kolor,110885,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23023,Kolor,110896,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23024,Kolor,121254,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23025,Kolor,110887,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23026,Kolor,110888,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23027,Kolor,110889,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23028,Kolor,110904,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23029,Kolor,110882,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23030,Kolor,110884,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23031,Kolor,110905,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23032,Kolor,110881,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23033,Kolor,110883,6,2,0,8,0,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23034,Rozmiar EU,147264,4,2,0,8,1,2,0.00,36.00," -- Wybierz -- |Mniejszy niż 30|35|35,5|36|36,5|37|37,5|38|38,5|39|39,5|40|40,5|41|41,5|42|42,5|43|43,5|44|44,5|45|45,5|46|46,5|47|47,5|48|Większy niż 48|34|33|32|31|30|33,5|34,5",0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36,obuwie damskie i męskie SiT,15468,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36,0,0,,0
23035,Pojemność,110886,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne ml",24029,,0,0,ml,8
23036,Pojemność,110883,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne ml",24029,,0,0,ml,8
23037,Pojemność,110896,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne ml",24029,,0,0,ml,8
23038,Pojemność,110895,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne ml",24029,,0,0,ml,8
23039,Pojemność,110882,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne ml",24029,,0,0,ml,8
23040,Pojemność,110881,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne ml",24029,,0,0,ml,8
23041,Pojemność,110885,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne ml",24029,,0,0,ml,8
23042,Pojemność,110905,3,3,0,8,0,3,1.00,100.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne l",24030,,0,0,l,8
23043,Pojemność,110884,3,3,0,8,0,3,1.00,100.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne l",24030,,0,0,l,8
23044,Pojemność,110881,3,3,0,8,0,3,1.00,100.00,,,"DiO>Wyposażenie>Zastawa stołowa, przybory kuchenne l",24030,,0,0,l,8
23045,Średnica,110905,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Zastawa stołowa, przybory kuchenne cm",24088,,0,0,cm,0
23046,Średnica,110888,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Zastawa stołowa, przybory kuchenne cm",24088,,0,0,cm,0
23047,Średnica,110904,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Zastawa stołowa, przybory kuchenne cm",24088,,0,0,cm,0
23048,Średnica,110887,1,2,0,8,0,4,1.00,1000.00,,,"DiO>Zastawa stołowa, przybory kuchenne cm",24088,,0,0,cm,0
23049,Liczba elementów w zestawie,110902,1,2,0,8,0,3,1.00,500.00,,,"DiO>Serwisy, komplety sztućców",24089,,0,0,,0
23050,Liczba elementów w zestawie,110890,1,2,0,8,2,3,1.00,500.00,,,"DiO>Serwisy, komplety sztućców",24089,,0,0,,0
23051,Rodzaj talerza,110904,4,2,0,8,0,1,0.00,7.00," -- Wybierz -- |obiadowy głęboki|obiadowy płytki|deserowy|sałatkowy, przystawkowy|spodek|miseczka|inny",0|1|2|3|4|5|6|7,DiO>Wyposażenie>Zastawa stołowa,24108,0|1|2|3|4|5|6|7,0,0,,0
23052,Materiał wykonania,110897,4,2,0,8,1,1,0.00,3.00, -- Wybierz -- |metal|tworzywo sztuczne|inny,0|1|2|3,DiO>Wyposażenie>Zastawa stołowa>Sztućce,24109,0|1|2|3,0,0,,0
23055,Kolor,110913,6,2,0,8,1,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23056,Kolor,16010,6,2,0,8,1,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23057,Materiał wykonania,110907,4,2,0,8,2,1,0.00,8.00, -- Wybierz -- |ceramika|drewno|metal|tworzywo sztuczne|wiklina/rattan|inny|szkło,0|1|2|3|5|6|7|8,DiO/kwietniki,11708,0|1|2|3|5|6|7|8,0,0,,0
23058,Materiał wykonania,110911,4,2,0,8,1,1,0.00,5.00, -- Wybierz -- |płótno|płyta MDF|inny|papier/karton,0|2|3|4|5,DiO>Obrazki,24148,0|2|3|4|5,0,0,,0
23059,Kolor,147264,6,2,0,8,2,4,0.00,8191.00,Biel|Czerń|Odcienie brązu i beżu|Odcienie fioletu|Odcienie niebieskiego|Odcienie pomarańczowego|Odcienie szarości i srebra|Odcienie zieleni|Odcienie żółtego i złota|Wielokolorowy|Inny kolor|Odcienie czerwieni|Odcienie różu,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,w odzieżu i obuwiu (dla dorosłych i dla dzieci),451,1|2|4|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,0
23060,Kolor,147266,6,2,0,8,2,4,0.00,8191.00,Biel|Czerń|Odcienie brązu i beżu|Odcienie fioletu|Odcienie niebieskiego|Odcienie pomarańczowego|Odcienie szarości i srebra|Odcienie zieleni|Odcienie żółtego i złota|Wielokolorowy|Inny kolor|Odcienie czerwieni|Odcienie różu,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,w odzieżu i obuwiu (dla dorosłych i dla dzieci),451,1|2|4|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,0
23061,Długość,68686,1,2,0,8,2,5,1.00,10000.00,,,DiO>Wyposażenie cm,2977,,0,0,cm,0
23062,Szerokość,68686,1,2,0,8,2,5,1.00,10000.00,,,DiO>Wyposażenie cm,2978,,0,0,cm,0
23063,Rodzaj,147266,4,2,0,8,0,2,0.00,40.00, -- Wybierz -- |Damskie|Męskie|Dziecięce|Uniwersalne,0|10|20|30|40,"SiT buty, odzież ogólnie",5334,0|10|20|30|40,0,0,,0
23064,Rodzaj,147264,4,2,0,8,0,2,0.00,40.00, -- Wybierz -- |Damskie|Męskie|Dziecięce|Uniwersalne,0|10|20|30|40,"SiT buty, odzież ogólnie",5334,0|10|20|30|40,0,0,,0
23065,Kolor,68686,6,2,0,8,0,4,0.00,8191.00,biały|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie niebieskiego|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,DiO>wyposażenie -przezroczysty,11509,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,0,0,,2
23066,Wysokość,110914,3,3,0,8,3,4,1.00,1000.00,,,DiO>Wyposażenie cm,23068,,0,0,cm,0
23067,Wysokość,16005,3,3,0,8,0,4,1.00,1000.00,,,DiO>Wyposażenie cm,23068,,0,0,cm,0
23068,Wysokość,110913,3,3,0,8,0,4,1.00,1000.00,,,DiO>Wyposażenie cm,23068,,0,0,cm,0
23069,Szerokość,110913,3,3,0,8,2,4,1.00,1000.00,,,DiO>Wyposażenie,23069,,0,0,cm,0
23070,Szerokość,16005,3,3,0,8,2,4,1.00,1000.00,,,DiO>Wyposażenie,23069,,0,0,cm,0
23071,Szerokość,110914,3,3,0,8,3,4,1.00,1000.00,,,DiO>Wyposażenie,23069,,0,0,cm,0
23072,Materiał wykonania,110914,6,2,0,8,2,3,0.00,255.00,ceramika|drewno|metal|papier|szkło|tworzywo sztuczne|wiklina/rattan|inny,1|2|4|8|16|32|64|128,DiO>Lampiony i latarnie,24169,1|2|4|8|16|32|64|128,0,0,,0
23073,Wi-Fi,4579,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |Tak|Nie,0|1|2,drukarki,24170,0|1|2,0,0,,0
23074,Wi-Fi,4584,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |Tak|Nie,0|1|2,drukarki,24170,0|1|2,0,0,,0
23075,Polskie menu (wyświetlacz urządzenia),10882,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |Tak|Nie,0|1|2,drukarki,24171,0|1|2,0,0,,0
23076,Polskie menu (wyświetlacz urządzenia),4584,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |Tak|Nie,0|1|2,drukarki,24171,0|1|2,0,0,,0
23077,Polskie menu (wyświetlacz urządzenia),4579,4,2,0,8,0,1,0.00,2.00, -- Wybierz -- |Tak|Nie,0|1|2,drukarki,24171,0|1|2,0,0,,0
23078,Materiał wykonania,68691,6,2,0,8,2,3,0.00,127.00,bawełna|cerata|len|organza|poliester|żakard|inny,1|2|4|8|16|32|64,"DiO>Obrusy,serwetki",24173,1|2|4|8|16|32|64,0,0,,0
23079,Materiał wykonania,68688,6,2,0,8,2,3,0.00,127.00,bawełna|cerata|len|organza|poliester|żakard|inny,1|2|4|8|16|32|64,"DiO>Obrusy,serwetki",24173,1|2|4|8|16|32|64,0,0,,0
23080,Materiał wykonania,68690,6,2,0,8,2,3,0.00,127.00,bawełna|cerata|len|organza|poliester|żakard|inny,1|2|4|8|16|32|64,"DiO>Obrusy,serwetki",24173,1|2|4|8|16|32|64,0,0,,0
23081,Materiał wykonania,68689,6,2,0,8,2,3,0.00,127.00,bawełna|cerata|len|organza|poliester|żakard|inny,1|2|4|8|16|32|64,"DiO>Obrusy,serwetki",24173,1|2|4|8|16|32|64,0,0,,0
23082,Materiał wykonania,111696,6,2,0,8,1,4,0.00,4095.00,bambus/rattan/wiklina|bawełna|ceramika|cerata|drewno|filc|korek|len|poliester|szkło|tworzywo sztuczne|inny,1|2|4|8|16|32|64|128|256|512|1024|2048,DiO>Podkładki i maty,24177,1|2|4|8|16|32|64|128|256|512|1024|2048,0,0,,0
23083,Rozmiar,147286,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23084,Rozmiar,147292,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23085,Rozmiar,147283,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23086,Rozmiar,147280,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23087,Rozmiar,147311,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23088,Rozmiar,147282,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23089,Rozmiar,147285,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23090,Rozmiar,147284,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23092,Rozmiar,147281,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23093,Rozmiar,147306,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23094,Rozmiar,147279,4,2,0,8,1,2,0.00,13.00, -- Wybierz -- |XXS|XS|S|M|L|XL|XXL|3XL|4XL|5XL|Większy niż 5XL|Niestandardowy|Uniwersalny,0|1|2|3|4|5|6|7|8|9|10|11|12|13,"XXS, XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, większy niż 5XL, niestandardowy, uniwersalny",54,0|1|2|3|4|5|6|7|8|9|10|11|12|13,0,0,,0
23095,System operacyjny,486,6,2,0,1,0,2,0.00,63.00,Brak systemu|Windows XP|Windows Vista|Windows 7|Inny|Windows 8,1|2|4|8|16|32,komputery (checkboxy,4327,1|2|4|8|16|32,0,0,,2
23096,Materiał wykonania,49855,6,2,0,8,2,3,0.00,127.00,bambus/rattan/wiklina|metal|papier|szkło|tkanina|tworzywo sztuczne|inny,1|2|4|8|16|32|64,DiO>Abażury i klosze,24208,1|2|4|8|16|32|64,0,0,,0
23097,Średnica klosza,49855,3,3,0,8,0,4,1.00,1000.00,,,DiO>Abażury i klosze,24210,,0,0,cm,0
23098,Średnica klosza,5318,3,3,0,8,2,4,1.00,1000.00,,,DiO>Abażury i klosze,24210,,0,0,cm,0
23099,Stan,147264,4,2,0,1,0,1,0.00,2.00, -- Wybierz -- |Nowy|Używany,0|1|2,"globalny ""Stan""",11323,0|1|2,0,0,,0
23100,Kolor,49855,6,2,0,8,1,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23101,Kolor,5318,6,2,0,8,1,5,0.00,16383.00,przezroczysty|biały	|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie błękitu|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,DiO>wyposażenie +przezroczysty,11484,1|2|4|8|16|32|64|128|256|512|1024|2048|4096|8192,0,0,,2
23102,Kolor,15990,6,2,0,8,1,4,0.00,8191.00,biały|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie niebieskiego|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,DiO>wyposażenie -przezroczysty,11509,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,0,0,,2
23103,Kolor,15989,6,2,0,8,1,4,0.00,8191.00,biały|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie niebieskiego|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,DiO>wyposażenie -przezroczysty,11509,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,0,0,,2
23104,Kolor,15986,6,2,0,8,1,4,0.00,8191.00,biały|beżowy|odcienie żółtego|odcienie pomarańczowego |odcienie czerwieni|odcienie różowego|odcienie fioletowego|odcienie niebieskiego|odcienie zieleni|odcienie brązowego|odcienie szarości|czarny|wielokolorowy,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,DiO>wyposażenie -przezroczysty,11509,1|2|4|8|16|32|64|128|256|512|1024|2048|4096,0,0,,2
